Freq.	I(C1)	I(C2)	I(C3)	I(C4)
1.17003337706754e+03	-2.49689092803637e-01,-1.06589597869468e-04	-2.49686661995778e-01,3.14347675828192e-05	-2.49687877012931e-01,1.09976633430599e-04	-2.49688862489555e-01,-2.82933787455842e-05
1.18003357687154e+03	-2.49689113601881e-01,-1.07494439703255e-04	-2.49686641028701e-01,3.17108578265076e-05	-2.49687876909823e-01,1.10924918039840e-04	-2.49688879325911e-01,-2.85282433402994e-05
1.19003377667553e+03	-2.49689134577642e-01,-1.08399368661364e-04	-2.49686619882605e-01,3.19868927979910e-05	-2.49687876805539e-01,1.11873170429111e-04	-2.49688896305866e-01,-2.87631750143756e-05
1.20003397647953e+03	-2.49689155730949e-01,-1.09304383383878e-04	-2.49686598557493e-01,3.22628741282793e-05	-2.49687876700089e-01,1.12821392425520e-04	-2.49688913429445e-01,-2.89981722371715e-05
1.21003417628353e+03	-2.49689177061811e-01,-1.10209482727327e-04	-2.49686577053345e-01,3.25388032314745e-05	-2.49687876593461e-01,1.13769585639565e-04	-2.49688930696651e-01,-2.92332336946887e-05
1.22003437608752e+03	-2.49689198570240e-01,-1.11114665390182e-04	-2.49686555370146e-01,3.28146816801156e-05	-2.49687876485646e-01,1.14717751839896e-04	-2.49688948107493e-01,-2.94683579150128e-05
1.23003457589152e+03	-2.49689220256260e-01,-1.12019930364324e-04	-2.49686533507890e-01,3.30905107531246e-05	-2.49687876376645e-01,1.15665892501793e-04	-2.49688965661986e-01,-2.97035437192201e-05
1.24003477569552e+03	-2.49689242119867e-01,-1.12925276445136e-04	-2.49686511466546e-01,3.33662919260772e-05	-2.49687876266436e-01,1.16614009297106e-04	-2.49688983360125e-01,-2.99387897322205e-05
1.25003497549951e+03	-2.49689264161092e-01,-1.13830702681978e-04	-2.49686489246115e-01,3.36420264205437e-05	-2.49687876155027e-01,1.17562103643641e-04	-2.49689001201933e-01,-3.01740948327720e-05
1.26003517530351e+03	-2.49689286379938e-01,-1.14736207958015e-04	-2.49686466846571e-01,3.39177156243333e-05	-2.49687876042397e-01,1.18510177125604e-04	-2.49689019187408e-01,-3.04094577334449e-05
1.27003537510750e+03	-2.49689308776433e-01,-1.15641791368385e-04	-2.49686444267913e-01,3.41933607134042e-05	-2.49687875928556e-01,1.19458231115299e-04	-2.49689037316574e-01,-3.06448773586114e-05
1.28003557491150e+03	-2.49689331350564e-01,-1.16547451936525e-04	-2.49686421510098e-01,3.44689629351726e-05	-2.49687875813466e-01,1.20406267056564e-04	-2.49689055589410e-01,-3.08803525611380e-05
1.29003577471550e+03	-2.49689354102381e-01,-1.17453188843197e-04	-2.49686398573147e-01,3.47445233799933e-05	-2.49687875697157e-01,1.21354286236051e-04	-2.49689074005963e-01,-3.11158823510899e-05
1.30003597451949e+03	-2.49689377031862e-01,-1.18359001136651e-04	-2.49686375457006e-01,3.50200432705888e-05	-2.49687875579583e-01,1.22302290072982e-04	-2.49689092566204e-01,-3.13514656060992e-05
